,State,Year,Month,Value
874,Washington,2021,5,52.589999999999996
875,Washington,2021,6,64.14
876,Washington,2021,7,68.56
877,Washington,2021,8,65.41
878,Washington,2021,9,57.96
879,Washington,2021,10,46.97
880,West,2020,1,37.28333333333333
881,West,2020,2,38.0
882,West,2020,3,47.833333333333336
883,West,2020,4,49.1
884,West,2020,5,57.93333333333334
885,West,2020,6,68.33333333333333
886,West,2020,7,75.88333333333333
887,West,2020,8,72.83333333333333
888,West,2020,9,64.35000000000001
889,West,2020,10,55.51666666666667
890,West,2020,11,47.68333333333334
891,West,2020,12,34.46666666666666
892,West,2021,1,32.766666666666666
893,West,2021,2,31.666666666666668
894,West,2021,3,45.949999999999996
895,West,2021,4,51.6
896,West,2021,5,58.85
897,West,2021,6,69.45
898,West,2021,7,72.48333333333333
899,West,2021,8,74.23333333333333
900,West,2021,9,65.78333333333335
901,West,2021,10,59.71666666666667
902,Wisconsin,2020,1,22.62222222222222
903,Wisconsin,2020,2,20.177777777777777
904,Wisconsin,2020,3,35.08888888888889
905,Wisconsin,2020,4,41.233333333333334
906,Wisconsin,2020,5,54.400000000000006
907,Wisconsin,2020,6,67.03333333333333
908,Wisconsin,2020,7,72.54444444444444
909,Wisconsin,2020,8,68.85555555555555
910,Wisconsin,2020,9,58.03333333333333
911,Wisconsin,2020,10,42.25555555555556
912,Wisconsin,2020,11,39.577777777777776
913,Wisconsin,2020,12,25.066666666666666
914,Wisconsin,2021,1,20.933333333333334
915,Wisconsin,2021,2,11.522222222222222
916,Wisconsin,2021,3,37.43333333333333
917,Wisconsin,2021,4,45.599999999999994
918,Wisconsin,2021,5,55.32222222222222
919,Wisconsin,2021,6,69.75555555555555
920,Wisconsin,2021,7,69.78888888888889
921,Wisconsin,2021,8,69.83333333333333
922,Wisconsin,2021,9,61.87777777777777
923,Wisconsin,2021,10,54.05555555555556
924,Wyoming,2020,1,23.92
925,Wyoming,2020,2,20.2
926,Wyoming,2020,3,32.64
927,Wyoming,2020,4,36.95
928,Wyoming,2020,5,49.739999999999995
929,Wyoming,2020,6,59.17999999999999
930,Wyoming,2020,7,66.08
931,Wyoming,2020,8,67.22999999999999
932,Wyoming,2020,9,55.239999999999995
933,Wyoming,2020,10,40.4
934,Wyoming,2020,11,32.72
935,Wyoming,2020,12,24.509999999999998
936,Wyoming,2021,1,23.39
937,Wyoming,2021,2,16.73
938,Wyoming,2021,3,32.03
939,Wyoming,2021,4,37.44
940,Wyoming,2021,5,48.22
941,Wyoming,2021,6,64.41
942,Wyoming,2021,7,69.77000000000001
943,Wyoming,2021,8,63.69
944,Wyoming,2021,9,57.77
945,Wyoming,2021,10,43.769999999999996
