,State,Year,Month,Monthly Temp (F),Monthly Avg Temp (F)
79,California,2021,7,76.82857142857142,73.70428571428572
80,California,2020,8,75.91428571428571,72.67928571428571
81,California,2021,8,74.07142857142857,72.67928571428571
82,California,2020,9,71.5,68.02714285714285
83,California,2021,9,69.5,68.02714285714285
84,California,2020,10,64.3,58.90642857142857
85,California,2021,10,56.457142857142856,58.90642857142857
86,California,2020,11,49.385714285714286,49.63785714285714
87,California,2020,12,44.51428571428572,43.107142857142854
88,Colorado,2020,1,27.5,26.424
89,Colorado,2021,1,26.74,26.424
90,Colorado,2020,2,26.8,28.43
91,Colorado,2021,2,24.18,28.43
92,Colorado,2020,3,38.78,37.278
93,Colorado,2021,3,36.04,37.278
94,Colorado,2020,4,43.42,44.43
95,Colorado,2021,4,43.019999999999996,44.43
96,Colorado,2020,5,55.54,52.993
97,Colorado,2021,5,52.92,52.993
98,Colorado,2020,6,65.42,63.678999999999995
99,Colorado,2021,6,65.72,63.678999999999995
100,Colorado,2020,7,69.34,69.23899999999999
101,Colorado,2021,7,69.67999999999999,69.23899999999999
102,Colorado,2020,8,69.86,66.52600000000001
103,Colorado,2021,8,67.62,66.52600000000001
104,Colorado,2020,9,58.67999999999999,59.416000000000004
105,Colorado,2021,9,62.760000000000005,59.416000000000004
106,Colorado,2020,10,46.96,47.018
107,Colorado,2021,10,47.980000000000004,47.018
108,Colorado,2020,11,38.760000000000005,35.747
109,Colorado,2020,12,27.060000000000002,26.233
110,Connecticut,2020,1,32.93333333333334,26.78666666666667
111,Connecticut,2021,1,28.96666666666667,26.78666666666667
112,Connecticut,2020,2,33.833333333333336,29.148333333333333
113,Connecticut,2021,2,28.266666666666666,29.148333333333333
114,Connecticut,2020,3,41.26666666666667,36.76833333333333
115,Connecticut,2021,3,39.1,36.76833333333333
116,Connecticut,2020,4,44.300000000000004,47.975
117,Connecticut,2021,4,48.666666666666664,47.975
118,Connecticut,2020,5,56.166666666666664,58.169999999999995
119,Connecticut,2021,5,57.666666666666664,58.169999999999995
120,Connecticut,2020,6,68.2,66.64166666666667
121,Connecticut,2021,6,69.06666666666666,66.64166666666667
122,Connecticut,2020,7,75.5,72.30666666666666
123,Connecticut,2021,7,70.96666666666667,72.30666666666666
124,Connecticut,2020,8,72.46666666666667,70.82166666666667
125,Connecticut,2021,8,72.73333333333333,70.82166666666667
126,Connecticut,2020,9,63.300000000000004,64.04833333333333
127,Connecticut,2021,9,65.33333333333333,64.04833333333333
128,Connecticut,2020,10,53.23333333333333,52.655
129,Connecticut,2021,10,56.833333333333336,52.655
130,Connecticut,2020,11,45.333333333333336,42.044999999999995
131,Connecticut,2020,12,33.6,32.63666666666667
132,Delaware,2020,1,39.65,34.0075
133,Delaware,2021,1,36.3,34.0075
134,Delaware,2020,2,41.4,36.3925
135,Delaware,2021,2,35.349999999999994,36.3925
136,Delaware,2020,3,49.099999999999994,43.9925
137,Delaware,2021,3,47.55,43.9925
138,Delaware,2020,4,51.55,54.52
139,Delaware,2021,4,55.099999999999994,54.52
140,Delaware,2020,5,60.45,64.0675
141,Delaware,2021,5,63.15,64.0675
142,Delaware,2020,6,73.5,72.83500000000001
143,Delaware,2021,6,74.05000000000001,72.83500000000001
144,Delaware,2020,7,80.55,77.295
145,Delaware,2021,7,77.95,77.295
146,Delaware,2020,8,77.19999999999999,75.80499999999999
147,Delaware,2021,8,77.65,75.80499999999999
148,Delaware,2020,9,68.5,69.405
149,Delaware,2021,9,70.65,69.405
150,Delaware,2020,10,59.6,58.2375
151,Delaware,2021,10,63.55,58.2375
152,Delaware,2020,11,51.55,47.3
153,Delaware,2020,12,39.2,39.1175
154,Florida,2020,1,64.15714285714286,60.43785714285714
155,Florida,2021,1,61.02857142857143,60.43785714285714
156,Florida,2020,2,66.18571428571428,63.754285714285714
157,Florida,2021,2,66.37142857142857,63.754285714285714
158,Florida,2020,3,72.25714285714285,67.43285714285715
159,Florida,2021,3,69.37142857142858,67.43285714285715
160,Florida,2020,4,74.98571428571428,72.01071428571429
161,Florida,2021,4,71.64285714285714,72.01071428571429
162,Florida,2020,5,76.61428571428571,77.27428571428571
163,Florida,2021,5,77.31428571428572,77.27428571428571
164,Florida,2020,6,81.65714285714286,81.31285714285714
165,Florida,2021,6,81.05714285714285,81.31285714285714
166,Florida,2020,7,83.28571428571429,82.57571428571428
167,Florida,2021,7,82.14285714285714,82.57571428571428
168,Florida,2020,8,83.6857142857143,82.77071428571428
169,Florida,2021,8,82.85714285714286,82.77071428571428
170,Florida,2020,9,81.45714285714287,80.89857142857143
171,Florida,2021,9,80.61428571428571,80.89857142857143
172,Florida,2020,10,78.39999999999999,75.44928571428571
173,Florida,2021,10,76.94285714285715,75.44928571428571
174,Florida,2020,11,72.54285714285714,68.05
175,Florida,2020,12,60.44285714285714,63.96142857142858
176,Georgia,2020,1,50.72222222222222,45.57555555555556
177,Georgia,2021,1,46.95555555555555,45.57555555555556
178,Georgia,2020,2,51.18888888888889,49.37166666666666
179,Georgia,2021,2,48.58888888888889,49.37166666666666
180,Georgia,2020,3,62.400000000000006,56.16611111111111
181,Georgia,2021,3,59.28888888888889,56.16611111111111
182,Georgia,2020,4,62.46666666666667,63.321666666666665
183,Georgia,2021,4,61.51111111111111,63.321666666666665
184,Georgia,2020,5,68.76666666666667,71.185
185,Georgia,2021,5,68.98888888888888,71.185
186,Georgia,2020,6,76.48888888888888,77.80944444444445
187,Georgia,2021,6,76.57777777777778,77.80944444444445
188,Georgia,2020,7,81.1888888888889,80.08277777777778
189,Georgia,2021,7,79.0,80.08277777777778
190,Georgia,2020,8,80.06666666666666,79.605
191,Georgia,2021,8,79.63333333333334,79.605
192,Georgia,2020,9,73.83333333333333,74.67222222222222
193,Georgia,2021,9,73.23333333333333,74.67222222222222
194,Georgia,2020,10,67.88888888888889,64.81666666666666
195,Georgia,2021,10,66.63333333333334,64.81666666666666
196,Georgia,2020,11,59.75555555555555,54.48555555555556
197,Georgia,2020,12,45.95555555555555,48.59444444444444
198,Idaho,2020,1,28.630000000000003,26.284499999999998
199,Idaho,2021,1,28.2,26.284499999999998
200,Idaho,2020,2,28.089999999999996,29.1855
201,Idaho,2021,2,26.690000000000005,29.1855
202,Idaho,2020,3,36.46,36.6815
203,Idaho,2021,3,36.510000000000005,36.6815
204,Idaho,2020,4,43.13,43.214
205,Idaho,2021,4,43.71,43.214
206,Idaho,2020,5,52.089999999999996,51.632
207,Idaho,2021,5,51.489999999999995,51.632
208,Idaho,2020,6,57.69,59.4605
209,Idaho,2021,6,66.61,59.4605
210,Idaho,2020,7,66.25,68.7385
211,Idaho,2021,7,73.47999999999999,68.7385
212,Idaho,2020,8,68.34,66.707
213,Idaho,2021,8,65.46000000000001,66.707
214,Idaho,2020,9,59.980000000000004,57.6655
215,Idaho,2021,9,58.410000000000004,57.6655
216,Idaho,2020,10,46.44,45.451
217,Idaho,2021,10,46.230000000000004,45.451
218,Idaho,2020,11,34.18,34.024499999999996
219,Idaho,2020,12,27.659999999999997,25.86
220,Illinois,2020,1,32.06666666666667,27.103333333333335
221,Illinois,2021,1,29.688888888888886,27.103333333333335
222,Illinois,2020,2,32.08888888888889,30.386111111111113
223,Illinois,2021,2,20.977777777777778,30.386111111111113
224,Illinois,2020,3,44.63333333333333,41.891666666666666
225,Illinois,2021,3,46.36666666666667,41.891666666666666
226,Illinois,2020,4,49.74444444444444,53.43388888888889
227,Illinois,2021,4,52.62222222222223,53.43388888888889
228,Illinois,2020,5,60.65555555555555,63.72666666666666
229,Illinois,2021,5,61.17777777777778,63.72666666666666
230,Illinois,2020,6,73.75555555555555,72.44055555555555
231,Illinois,2021,6,74.14444444444445,72.44055555555555
232,Illinois,2020,7,77.3111111111111,75.46777777777778
233,Illinois,2021,7,74.71111111111111,75.46777777777778
234,Illinois,2020,8,72.93333333333334,73.93722222222223
235,Illinois,2021,8,75.57777777777778,73.93722222222223
236,Illinois,2020,9,65.73333333333333,67.59944444444444
237,Illinois,2021,9,69.65555555555555,67.59944444444444
238,Illinois,2020,10,52.111111111111114,55.10666666666667
239,Illinois,2021,10,60.34444444444445,55.10666666666667
240,Illinois,2020,11,47.21111111111111,42.64611111111111
241,Illinois,2020,12,33.144444444444446,31.40222222222222
242,Indiana,2020,1,34.34444444444445,27.53666666666667
243,Indiana,2021,1,30.522222222222222,27.53666666666667
244,Indiana,2020,2,32.81111111111111,30.67666666666667
245,Indiana,2021,2,23.744444444444444,30.67666666666667
246,Indiana,2020,3,44.58888888888889,41.27
247,Indiana,2021,3,45.8,41.27
248,Indiana,2020,4,48.87777777777777,52.705555555555556
249,Indiana,2021,4,51.77777777777778,52.705555555555556
250,Indiana,2020,5,59.666666666666664,62.86666666666667
251,Indiana,2021,5,59.544444444444444,62.86666666666667
252,Indiana,2020,6,71.98888888888888,71.29666666666667
253,Indiana,2021,6,72.6,71.29666666666667
254,Indiana,2020,7,76.46666666666667,74.00666666666667
255,Indiana,2021,7,73.71111111111111,74.00666666666667
256,Indiana,2020,8,72.01111111111112,72.80222222222223
257,Indiana,2021,8,75.01111111111112,72.80222222222223
258,Indiana,2020,9,65.13333333333334,66.63666666666667
259,Indiana,2021,9,68.35555555555555,66.63666666666667
260,Indiana,2020,10,53.05555555555556,54.705555555555556
261,Indiana,2021,10,60.22222222222222,54.705555555555556
262,Indiana,2020,11,46.611111111111114,42.57888888888889
263,Indiana,2020,12,33.55555555555556,32.20388888888889
264,Iowa,2020,1,23.299999999999997,20.387777777777778
265,Iowa,2021,1,23.98888888888889,20.387777777777778
266,Iowa,2020,2,25.155555555555555,23.184444444444445
267,Iowa,2021,2,12.588888888888889,23.184444444444445
268,Iowa,2020,3,40.455555555555556,36.769444444444446
269,Iowa,2021,3,42.46666666666667,36.769444444444446
270,Iowa,2020,4,46.8,49.478888888888896
271,Iowa,2021,4,49.36666666666667,49.478888888888896
272,Iowa,2020,5,57.666666666666664,60.29777777777778
273,Iowa,2021,5,58.98888888888889,60.29777777777778
274,Iowa,2020,6,72.93333333333334,70.1211111111111
275,Iowa,2021,6,73.48888888888888,70.1211111111111
276,Iowa,2020,7,75.39999999999999,73.77055555555556
277,Iowa,2021,7,73.38888888888889,73.77055555555556
278,Iowa,2020,8,72.0,71.26388888888889
279,Iowa,2021,8,73.01111111111112,71.26388888888889
280,Iowa,2020,9,61.96666666666667,64.53611111111111
281,Iowa,2021,9,66.74444444444444,64.53611111111111
282,Iowa,2020,10,46.13333333333333,51.23666666666667
283,Iowa,2021,10,55.68888888888889,51.23666666666667
284,Iowa,2020,11,42.2,37.83722222222222
285,Iowa,2020,12,27.344444444444445,24.789444444444445
286,Kansas,2020,1,33.65555555555555,31.25166666666667
287,Kansas,2021,1,33.84444444444445,31.25166666666667
288,Kansas,2020,2,34.666666666666664,33.696666666666665
289,Kansas,2021,2,23.755555555555556,33.696666666666665
290,Kansas,2020,3,47.72222222222222,45.07333333333333
291,Kansas,2021,3,47.94444444444444,45.07333333333333
292,Kansas,2020,4,52.45555555555555,54.51333333333333
293,Kansas,2021,4,52.28888888888889,54.51333333333333
294,Kansas,2020,5,61.477777777777774,64.05388888888889
295,Kansas,2021,5,61.77777777777778,64.05388888888889
296,Kansas,2020,6,77.54444444444444,74.52944444444444
297,Kansas,2021,6,75.69999999999999,74.52944444444444
298,Kansas,2020,7,79.03333333333333,79.34388888888888
299,Kansas,2021,7,77.51111111111112,79.34388888888888
300,Kansas,2020,8,76.28888888888889,77.33944444444445
301,Kansas,2021,8,78.88888888888889,77.33944444444445
302,Kansas,2020,9,66.1888888888889,69.34888888888888
303,Kansas,2021,9,73.07777777777778,69.34888888888888
304,Kansas,2020,10,52.46666666666667,56.13111111111111
305,Kansas,2021,10,58.84444444444445,56.13111111111111
306,Kansas,2020,11,47.93333333333333,43.59777777777778
307,Kansas,2020,12,35.74444444444444,32.571666666666665
308,Kentucky,2020,1,40.1,33.96375
309,Kentucky,2021,1,35.675,33.96375
310,Kentucky,2020,2,39.55,37.771249999999995
311,Kentucky,2021,2,32.15,37.771249999999995
312,Kentucky,2020,3,51.325,46.755
313,Kentucky,2021,3,50.525000000000006,46.755
314,Kentucky,2020,4,52.8,57.088750000000005
315,Kentucky,2021,4,54.6,57.088750000000005
316,Kentucky,2020,5,62.349999999999994,65.81625
317,Kentucky,2021,5,62.475,65.81625
318,Kentucky,2020,6,72.7,73.39
319,Kentucky,2021,6,73.5,73.39
320,Kentucky,2020,7,78.775,76.30375000000001
321,Kentucky,2021,7,75.925,76.30375000000001
322,Kentucky,2020,8,74.85,75.6775
323,Kentucky,2021,8,76.65,75.6775
324,Kentucky,2020,9,68.3,69.475
325,Kentucky,2021,9,69.0,69.475
326,Kentucky,2020,10,57.725,57.94
327,Kentucky,2021,10,62.425,57.94
328,Kentucky,2020,11,49.975,46.410000000000004
329,Kentucky,2020,12,37.325,38.00125
330,Louisiana,2020,1,53.47777777777778,49.45388888888889
331,Louisiana,2021,1,50.28888888888889,49.45388888888889
332,Louisiana,2020,2,53.766666666666666,53.31833333333333
333,Louisiana,2021,2,47.43333333333333,53.31833333333333
334,Louisiana,2020,3,67.08888888888889,60.128888888888895
335,Louisiana,2021,3,61.977777777777774,60.128888888888895
336,Louisiana,2020,4,66.37777777777778,66.98722222222223
337,Louisiana,2021,4,64.71111111111111,66.98722222222223
338,Louisiana,2020,5,72.84444444444445,74.31111111111112
339,Louisiana,2021,5,72.04444444444444,74.31111111111112
340,Louisiana,2020,6,79.71111111111111,80.43055555555556
341,Louisiana,2021,6,80.22222222222223,80.43055555555556
342,Louisiana,2020,7,82.83333333333333,82.35222222222222
343,Louisiana,2021,7,81.72222222222223,82.35222222222222
344,Louisiana,2020,8,82.19999999999999,82.58555555555556
345,Louisiana,2021,8,82.5,82.58555555555556
346,Louisiana,2020,9,77.45555555555556,78.08
347,Louisiana,2021,9,76.8111111111111,78.08
348,Louisiana,2020,10,67.95555555555556,68.16055555555555
349,Louisiana,2021,10,71.48888888888888,68.16055555555555
350,Louisiana,2020,11,61.611111111111114,58.31833333333333
351,Louisiana,2020,12,50.74444444444444,51.45888888888889
352,Maine,2020,1,22.8,17.451666666666664
353,Maine,2021,1,23.266666666666666,17.451666666666664
354,Maine,2020,2,22.333333333333332,19.740000000000002
355,Maine,2021,2,20.366666666666667,19.740000000000002
356,Maine,2020,3,31.633333333333336,28.426666666666666
357,Maine,2021,3,30.899999999999995,28.426666666666666
358,Maine,2020,4,38.833333333333336,40.78333333333333
359,Maine,2021,4,44.13333333333333,40.78333333333333
360,Maine,2020,5,51.833333333333336,52.211666666666666
361,Maine,2021,5,53.199999999999996,52.211666666666666
362,Maine,2020,6,62.96666666666666,60.913333333333334
363,Maine,2021,6,65.46666666666667,60.913333333333334
364,Maine,2020,7,69.3,67.015
365,Maine,2021,7,64.26666666666667,67.015
366,Maine,2020,8,66.46666666666665,65.885
367,Maine,2021,8,68.8,65.885
368,Maine,2020,9,57.9,58.42166666666667
369,Maine,2021,9,60.23333333333333,58.42166666666667
370,Maine,2020,10,45.93333333333334,46.94833333333334
371,Maine,2021,10,51.199999999999996,46.94833333333334
372,Maine,2020,11,38.333333333333336,35.65833333333333
373,Maine,2020,12,28.7,24.131666666666668
374,Maryland,2020,1,38.9375,33.18625
375,Maryland,2021,1,35.25,33.18625
376,Maryland,2020,2,40.7125,35.734375
377,Maryland,2021,2,34.1875,35.734375
378,Maryland,2020,3,49.025,43.53375
379,Maryland,2021,3,47.025,43.53375
380,Maryland,2020,4,51.4,54.4125
381,Maryland,2021,4,54.6375,54.4125
382,Maryland,2020,5,60.2,63.738125000000004
383,Maryland,2021,5,62.0375,63.738125000000004
384,Maryland,2020,6,72.425,72.1275
385,Maryland,2021,6,72.875,72.1275
386,Maryland,2020,7,79.725,76.14125
387,Maryland,2021,7,76.9,76.14125
388,Maryland,2020,8,76.325,74.80499999999999
389,Maryland,2021,8,76.9875,74.80499999999999
390,Maryland,2020,9,67.0875,68.374375
391,Maryland,2021,9,69.5,68.374375
392,Maryland,2020,10,58.775,57.220000000000006
393,Maryland,2021,10,63.025,57.220000000000006
394,Maryland,2020,11,50.6875,46.204375
395,Maryland,2020,12,38.025,37.87375
396,Massachusetts,2020,1,31.666666666666668,25.375
397,Massachusetts,2021,1,28.46666666666667,25.375
398,Massachusetts,2020,2,32.1,27.720000000000002
399,Massachusetts,2021,2,27.166666666666668,27.720000000000002
400,Massachusetts,2020,3,39.733333333333334,35.065000000000005
401,Massachusetts,2021,3,37.800000000000004,35.065000000000005
402,Massachusetts,2020,4,42.800000000000004,46.43333333333333
403,Massachusetts,2021,4,47.4,46.43333333333333
404,Massachusetts,2020,5,55.833333333333336,56.89666666666667
405,Massachusetts,2021,5,57.166666666666664,56.89666666666667
406,Massachusetts,2020,6,67.10000000000001,65.24833333333333
407,Massachusetts,2021,6,68.8,65.24833333333333
408,Massachusetts,2020,7,74.10000000000001,70.98833333333333
409,Massachusetts,2021,7,69.46666666666667,70.98833333333333
410,Massachusetts,2020,8,71.2,69.655
411,Massachusetts,2021,8,72.23333333333333,69.655
412,Massachusetts,2020,9,62.333333333333336,62.74666666666667
413,Massachusetts,2021,9,64.53333333333333,62.74666666666667
414,Massachusetts,2020,10,52.23333333333333,51.325
415,Massachusetts,2021,10,56.0,51.325
416,Massachusetts,2020,11,44.36666666666667,41.013333333333335
417,Massachusetts,2020,12,32.86666666666667,31.246666666666666
418,Michigan,2020,1,27.65,21.083000000000002
419,Michigan,2021,1,25.44,21.083000000000002
420,Michigan,2020,2,24.330000000000002,22.250500000000002
421,Michigan,2021,2,18.07,22.250500000000002
422,Michigan,2020,3,35.58,31.8515
423,Michigan,2021,3,37.4,31.8515
424,Michigan,2020,4,40.78,43.873999999999995
425,Michigan,2021,4,45.6,43.873999999999995
426,Michigan,2020,5,53.65,55.5265
427,Michigan,2021,5,54.39,55.5265
428,Michigan,2020,6,66.17999999999999,64.9465
429,Michigan,2021,6,68.06,64.9465
430,Michigan,2020,7,72.85,69.41
431,Michigan,2021,7,69.09,69.41
432,Michigan,2020,8,69.0,67.8935
433,Michigan,2021,8,71.3,67.8935
434,Michigan,2020,9,58.489999999999995,61.0925
435,Michigan,2021,9,61.760000000000005,61.0925
436,Michigan,2020,10,44.87,48.895
437,Michigan,2021,10,55.529999999999994,48.895
438,Michigan,2020,11,41.57,37.3195
439,Michigan,2020,12,29.189999999999998,26.5725
440,Minnesota,2020,1,14.922222222222224,11.858333333333333
441,Minnesota,2021,1,18.933333333333334,11.858333333333333
442,Minnesota,2020,2,14.866666666666667,14.520555555555555
443,Minnesota,2021,2,7.177777777777777,14.520555555555555
444,Minnesota,2020,3,31.422222222222224,28.68777777777778
445,Minnesota,2021,3,36.15555555555555,28.68777777777778
446,Minnesota,2020,4,40.03333333333333,42.955555555555556
447,Minnesota,2021,4,42.8,42.955555555555556
448,Minnesota,2020,5,53.97777777777778,55.17277777777778
449,Minnesota,2021,5,55.544444444444444,55.17277777777778
450,Minnesota,2020,6,68.34444444444445,65.20944444444444
451,Minnesota,2021,6,70.46666666666667,65.20944444444444
452,Minnesota,2020,7,71.71111111111111,70.17055555555557
453,Minnesota,2021,7,71.28888888888889,70.17055555555557
454,Minnesota,2020,8,68.58888888888889,67.23944444444444
455,Minnesota,2021,8,69.62222222222222,67.23944444444444
456,Minnesota,2020,9,57.12222222222223,59.87833333333334
457,Minnesota,2021,9,62.01111111111111,59.87833333333334
458,Minnesota,2020,10,39.455555555555556,45.96055555555555
459,Minnesota,2021,10,51.97777777777778,45.96055555555555
460,Minnesota,2020,11,34.766666666666666,31.49888888888889
461,Minnesota,2020,12,21.677777777777777,16.821666666666665
462,Mississippi,2020,1,50.21,45.1475
463,Mississippi,2021,1,46.9,45.1475
464,Mississippi,2020,2,50.95,49.2175
465,Mississippi,2021,2,43.959999999999994,49.2175
466,Mississippi,2020,3,63.95,56.672
467,Mississippi,2021,3,60.120000000000005,56.672
468,Mississippi,2020,4,62.970000000000006,64.1405
469,Mississippi,2021,4,62.33,64.1405
470,Mississippi,2020,5,70.38,72.029
471,Mississippi,2021,5,70.28,72.029
472,Mississippi,2020,6,78.34,78.82600000000001
473,Mississippi,2021,6,78.39,78.82600000000001
474,Mississippi,2020,7,82.24,80.945
475,Mississippi,2021,7,80.8,80.945
476,Mississippi,2020,8,80.3,80.7765
477,Mississippi,2021,8,81.03999999999999,80.7765
478,Mississippi,2020,9,75.26,75.9165
479,Mississippi,2021,9,75.22999999999999,75.9165
480,Mississippi,2020,10,65.75,65.1255
481,Mississippi,2021,10,68.65,65.1255
482,Mississippi,2020,11,58.36,54.4625
483,Mississippi,2020,12,47.08,47.646
484,Missouri,2020,1,35.36666666666667,31.904166666666665
485,Missouri,2021,1,34.25,31.904166666666665
486,Missouri,2020,2,36.15,35.36666666666667
487,Missouri,2021,2,25.166666666666668,35.36666666666667
488,Missouri,2020,3,49.43333333333334,45.94833333333334
489,Missouri,2021,3,50.38333333333333,45.94833333333334
490,Missouri,2020,4,53.53333333333333,56.58833333333334
491,Missouri,2021,4,54.68333333333334,56.58833333333334
492,Missouri,2020,5,62.4,65.5725
493,Missouri,2021,5,62.75,65.5725
494,Missouri,2020,6,75.3,74.28916666666667
495,Missouri,2021,6,75.08333333333333,74.28916666666667
496,Missouri,2020,7,79.51666666666667,77.88000000000001
497,Missouri,2021,7,76.95,77.88000000000001
498,Missouri,2020,8,74.46666666666667,76.60083333333334
499,Missouri,2021,8,77.64999999999999,76.60083333333334
500,Missouri,2020,9,67.7,69.355
501,Missouri,2021,9,71.56666666666666,69.355
502,Missouri,2020,10,54.166666666666664,57.22416666666666
503,Missouri,2021,10,61.04999999999999,57.22416666666666
504,Missouri,2020,11,49.93333333333334,45.57833333333333
505,Missouri,2020,12,36.78333333333333,35.038333333333334
506,Montana,2020,1,23.642857142857142,22.195714285714285
507,Montana,2021,1,26.614285714285717,22.195714285714285
508,Montana,2020,2,25.32857142857143,22.407857142857143
509,Montana,2021,2,13.885714285714286,22.407857142857143
510,Montana,2020,3,31.657142857142855,32.534285714285716
511,Montana,2021,3,35.9,32.534285714285716
512,Montana,2020,4,38.199999999999996,41.263571428571424
513,Montana,2021,4,40.25714285714286,41.263571428571424
514,Montana,2020,5,50.471428571428575,50.14642857142857
515,Montana,2021,5,48.48571428571428,50.14642857142857
516,Montana,2020,6,59.18571428571429,58.75928571428571
517,Montana,2021,6,65.27142857142857,58.75928571428571
518,Montana,2020,7,65.54285714285714,67.7507142857143
519,Montana,2021,7,72.34285714285714,67.7507142857143
520,Montana,2020,8,67.3,65.27714285714285
521,Montana,2021,8,64.6,65.27714285714285
522,Montana,2020,9,56.957142857142856,55.769285714285715
523,Montana,2021,9,58.300000000000004,55.769285714285715
524,Montana,2020,10,39.385714285714286,42.89
525,Montana,2021,10,45.48571428571428,42.89
526,Montana,2020,11,32.8,30.95357142857143
527,Montana,2020,12,28.32857142857143,21.46357142857143
528,Nebraska,2020,1,27.2375,25.825625000000002
529,Nebraska,2021,1,29.3875,25.825625000000002
530,Nebraska,2020,2,29.975,27.479374999999997
531,Nebraska,2021,2,16.45,27.479374999999997
532,Nebraska,2020,3,41.675,39.583125
533,Nebraska,2021,3,43.3625,39.583125
534,Nebraska,2020,4,46.8,49.43875
535,Nebraska,2021,4,47.8125,49.43875
536,Nebraska,2020,5,57.35,59.342499999999994
537,Nebraska,2021,5,58.6875,59.342499999999994
538,Nebraska,2020,6,74.2875,70.14812500000001
539,Nebraska,2021,6,73.2875,70.14812500000001
540,Nebraska,2020,7,75.65,75.454375
541,Nebraska,2021,7,75.0375,75.454375
542,Nebraska,2020,8,74.2375,72.94624999999999
543,Nebraska,2021,8,74.775,72.94624999999999
