,Date,State,Total Pop,Day_of_Wk,Confirmed,Confirmed_diff,Confirmed_rate,Confirmed_rate_diff,Deaths,Deaths_diff,Deaths_rate,Deaths_rate_diff,Recovered,Recovered_rate,Recovered_diff,Recovered_rate_diff,Active,Active_diff,Active_rate_diff,Active_rate,Case_Fatality_Ratio,Administered,Series_Complete_Yes,Month,Year,Monthly Temp (F),Monthly Avg Temp (F)
1209,2020-09-06,California,39512223,Sunday,740843,3393.0,0.0187497170179465,8.58721616346439e-05,13731,22.0,0.0003475127177734,5.567897306106855e-07,,,,,725125.0,3520.0,8.908635689771141e-05,0.0183519160640493,1.8584135474300807,0.0,0.0,9,2020,71.5,68.02714285714285
1210,2020-09-07,California,39512223,Monday,742903,2060.0,0.018801852783631,5.2135765684455104e-05,13758,27.0,0.0003481960506246,6.833328512040847e-07,,,,,727207.0,2082.0,5.269255541506812e-05,0.0184046086194644,1.8567678635293168,0.0,0.0,9,2020,71.5,68.02714285714285
1211,2020-09-08,California,39512223,Tuesday,746352,3449.0,0.0188891422282163,8.728944458528606e-05,13823,65.0,0.0003498411111923,1.6450605677134308e-06,,,,,730521.0,3314.0,8.38727803292652e-05,0.0184884813997936,1.8570714615822792,0.0,0.0,9,2020,71.5,68.02714285714285
1212,2020-09-09,California,39512223,Wednesday,749284,2932.0,0.0189633471141322,7.420488591593569e-05,13983,160.0,0.0003538904910513,4.049379858986932e-06,,,,,733307.0,2786.0,7.050982679461179e-05,0.0185589912265882,1.871161128879016,0.0,0.0,9,2020,71.5,68.02714285714285
1213,2020-09-10,California,39512223,Thursday,752889,3605.0,0.01905458470408,9.12375899477999e-05,14077,94.0,0.0003562695017184,2.379010667154821e-06,,,,,736884.0,3577.0,9.05289484724736e-05,0.0186495201750607,1.874531433722923,0.0,0.0,9,2020,71.5,68.02714285714285
1214,2020-09-11,California,39512223,Friday,756874,3985.0,0.0191554395711929,0.0001008548671128,14230,153.0,0.0003601417212086,3.872219490156227e-06,,,,,740675.0,3791.0,9.594499403387316e-05,0.0187454651690946,1.885005398030216,0.0,0.0,9,2020,71.5,68.02714285714285
1215,2020-09-12,California,39512223,Saturday,760879,4005.0,0.0192568006107882,0.0001013610395952,14327,97.0,0.0003625966577481,2.4549365395108063e-06,,,,,744606.0,3931.0,9.948820141048378e-05,0.0188449533705051,1.8877819254137056,0.0,0.0,9,2020,71.5,68.02714285714285
1216,2020-09-13,California,39512223,Sunday,763598,2719.0,0.0193256147597668,6.881414897865618e-05,14378,51.0,0.0003638873975782,1.2907398300521298e-06,,,,,747350.0,2744.0,6.944686458162583e-05,0.0189144002350867,1.8875504116955133,0.0,0.0,9,2020,71.5,68.02714285714285
1217,2020-09-14,California,39512223,Monday,767195,3597.0,0.0194166498807217,9.103512095485004e-05,14439,61.0,0.0003654312236494,1.5438260712387656e-06,,,,,750695.0,3345.0,8.465734767694813e-05,0.0189990575827636,1.8871204259646024,0.0,0.0,9,2020,71.5,68.02714285714285
1218,2020-09-15,California,39512223,Tuesday,770276,3081.0,0.0194946257516313,7.797587090961969e-05,14594,155.0,0.0003693540603878,3.922836738393532e-06,,,,,753610.0,2915.0,7.37746393059159e-05,0.0190728322220696,1.8997557940338765,0.0,0.0,9,2020,71.5,68.02714285714285
1219,2020-09-16,California,39512223,Wednesday,773706,3430.0,0.0195814343323583,8.680858072702968e-05,14691,97.0,0.0003718089969273,2.4549365395108605e-06,,,,,756630.0,3020.0,7.643204483837734e-05,0.0191492642669079,1.9046544823750424,0.0,0.0,9,2020,71.5,68.02714285714285
1220,2020-09-17,California,39512223,Thursday,777473,3767.0,0.0196767719194133,9.533758705502354e-05,14804,113.0,0.0003746688714527,2.859874525409521e-06,,,,,760233.0,3603.0,9.11869726995633e-05,0.0192404512396075,1.9101023564036297,0.0,0.0,9,2020,71.5,68.02714285714285
1221,2020-09-18,California,39512223,Friday,781897,4424.0,0.0197887372725143,0.0001119653531009,14893,89.0,0.0003769213389993,2.252467546561476e-06,,,,,764598.0,4365.0,0.0001104721442779,0.0193509233838855,1.9106057670967336,0.0,0.0,9,2020,71.5,68.02714285714285
1222,2020-09-19,California,39512223,Saturday,785648,3751.0,0.0198836699215835,9.493264906912728e-05,15018,125.0,0.0003800849170141,3.163578014833517e-06,,,,,768295.0,3697.0,9.356598336671824e-05,0.0194444893672522,1.917241256049625,0.0,0.0,9,2020,71.5,68.02714285714285
1223,2020-09-20,California,39512223,Sunday,788422,2774.0,0.0199538760448886,7.020612330518525e-05,15016,-2.0,0.0003800342997659,-5.0617248237305474e-08,,,,,771152.0,2857.0,7.230673910703367e-05,0.0195167961063592,1.9100243205014704,0.0,0.0,9,2020,71.5,68.02714285714285
1224,2020-09-21,California,39512223,Monday,792461,4039.0,0.0200560975777039,0.0001022215328153,15056,40.0,0.0003810466447306,1.0123449647467058e-06,,,,,775040.0,3888.0,9.839993057338473e-05,0.0196151960369326,1.9055912192948703,0.0,0.0,9,2020,71.5,68.02714285714285
1225,2020-09-22,California,39512223,Tuesday,795518,3057.0,0.0201334660416347,7.73684639307666e-05,15189,133.0,0.0003844126917384,3.366047007782901e-06,,,,,777876.0,2836.0,7.177525800054069e-05,0.0196869712949332,1.915227629513344,0.0,0.0,9,2020,71.5,68.02714285714285
1226,2020-09-23,California,39512223,Wednesday,799035,3517.0,0.0202224764726601,8.901043102535824e-05,15291,102.0,0.0003869941713985,2.5814796601041517e-06,,,,,781145.0,3269.0,8.273389224392955e-05,0.0197697051871771,1.919928280489581,0.0,0.0,9,2020,71.5,68.02714285714285
1227,2020-09-24,California,39512223,Thursday,802365,3330.0,0.0203067541909752,8.427771831516495e-05,15393,102.0,0.0003895756510586,2.5814796601041517e-06,,,,,784123.0,2978.0,7.536908262539138e-05,0.0198450742698025,1.9252898003291992,0.0,0.0,9,2020,71.5,68.02714285714285
